1590393928.456520,2
1590393928.559655,9
1590393928.662283,17
1590393928.765199,23
1590393928.867964,29
1590393928.970931,36
1590393929.075065,43
1590393929.178141,51
1590393929.281954,57
1590393929.386836,63
1590393929.491076,70
1590393929.593928,76
1590393929.697127,85
1590393929.800511,91
1590393929.903651,98
1590393930.007590,100
1590393930.110958,100
1590393930.213420,100
1590393930.316263,99
1590393930.419142,99
1590393930.522454,99
1590393930.625410,100
1590393930.728302,100
1590393930.831430,98
1590393930.933922,99
1590393931.037598,99
1590393931.140346,99
1590393931.243935,100
1590393931.347547,99
1590393931.451256,99
1590393931.554651,100
1590393931.657337,98
1590393931.760860,98
1590393931.863429,98
1590393931.966442,97
1590393932.069320,97
1590393932.172341,97
1590393932.275540,97
1590393932.378996,97
1590393932.481825,98
1590393932.584884,99
1590393932.688256,100
1590393932.792226,100
1590393932.895315,100
1590393932.998175,100
1590393933.101134,98
1590393933.204699,98
1590393933.308307,97
1590393933.411780,98
1590393933.515309,99
1590393933.617841,100
1590393933.720904,99
1590393933.824411,99
1590393933.927556,100
1590393934.030558,99
1590393934.132927,99
1590393934.236352,100
1590393934.339201,97
1590393934.442781,99
1590393934.546433,99
1590393934.649743,98
1590393934.752358,98
1590393934.854417,98
1590393934.957580,96
1590393935.060285,99
1590393935.163972,100
1590393935.267457,94
1590393935.370690,89
1590393935.475017,87
1590393935.577996,75
1590393935.681362,62
1590393935.784486,49
1590393935.887377,36
1590393935.991351,24
1590393936.094898,11
1590393936.199103,0
1590393936.301665,0
1590393936.404807,0
1590393936.508376,1
1590393936.612092,0
1590393936.715031,0
1590393936.819565,0
1590393936.923688,0
1590393937.026577,0
1590393937.129923,0
1590393937.232418,18
1590393937.336284,83
1590393937.439907,99
1590393937.543462,99
1590393937.646525,99
1590393937.750465,97
1590393937.854700,95
1590393937.958047,96
1590393938.060439,96
1590393938.163071,96
1590393938.266102,95
1590393938.369567,95
1590393938.472911,95
1590393938.576928,95
1590393938.680597,95
1590393938.783842,92
1590393938.887389,93
1590393938.990572,93
1590393939.094326,92
1590393939.197858,92
1590393939.300550,91
1590393939.402825,91
1590393939.506077,92
1590393939.610656,92
1590393939.714959,92
1590393939.818359,92
1590393939.921478,91
1590393940.024595,91
1590393940.128258,91
1590393940.231146,91
1590393940.333601,95
1590393940.436304,94
1590393940.540363,91
1590393940.643187,86
1590393940.747052,79
1590393940.850192,72
1590393940.953837,66
1590393941.056962,59
1590393941.159800,53
1590393941.263876,51
1590393941.366183,49
1590393941.469086,48
1590393941.572294,48
1590393941.676394,48
1590393941.780379,48
1590393941.884310,48
1590393941.987934,48
1590393942.091388,48
1590393942.194141,48
1590393942.296592,49
1590393942.399537,49
1590393942.502553,49
1590393942.606930,49
1590393942.709648,49
1590393942.813484,49
1590393942.916421,50
1590393943.019402,50
1590393943.121806,50
1590393943.226131,50
1590393943.329594,50
1590393943.433079,50
1590393943.536856,51
1590393943.640555,51
1590393943.743830,51
1590393943.846833,50
1590393943.951224,50
1590393944.054655,50
1590393944.158063,50
1590393944.261415,50
1590393944.364712,49
1590393944.467346,49
1590393944.570458,50
1590393944.672944,49
1590393944.776605,49
1590393944.879792,49
1590393944.983908,49
1590393945.087161,50
1590393945.190144,49
1590393945.293600,48
1590393945.397394,48
1590393945.500950,49
1590393945.604300,50
1590393945.707584,49
1590393945.810613,49
1590393945.914925,49
1590393946.019112,49
1590393946.122251,50
1590393946.226526,50
1590393946.330111,49
1590393946.433426,49
1590393946.537079,49
1590393946.639875,49
1590393946.742909,49
1590393946.845754,50
1590393946.949613,50
1590393947.052557,50
1590393947.155296,49
1590393947.259918,50
1590393947.362688,50
1590393947.465759,50
1590393947.569610,50
1590393947.672552,56
1590393947.775980,56
1590393947.879844,56
1590393947.982875,56
1590393948.086511,56
1590393948.190888,56
1590393948.294465,56
1590393948.397910,56
1590393948.502510,52
1590393948.605251,50
1590393948.708393,50
1590393948.811888,50
1590393948.914858,50
1590393949.019450,50
1590393949.121913,50
1590393949.225641,50
1590393949.328324,50
1590393949.431282,49
1590393949.533883,50
